wind_direction,wind_speed
0,0
0,0
0,0
16.712856,2.5822628
53.69982,1.9943787
3.3134134,1.6925452
44.71998,1.2383338
358.34692,2.54598
354.11853,3.258526
20.789904,2.9135127
23.90369,1.9592828
118.82422,0.8575577
83.97603,1.1345327
304.46957,0.79006106
350.66113,0.53241783
173.71371,0.75578606
299.0384,0.77386427
323.09888,1.1632586
334.07196,0.8614437
29.21227,2.2088933
19.168653,1.3650309
324.7603,1.082525
295.54504,1.4617243
290.225,1.8788964
344.1438,2.4045286
356.96997,2.1688066
341.50626,2.403795
309.22217,2.213322
296.18906,3.6113324
294.02478,3.669561
284.61206,3.723772
269.8515,3.5784156
262.42743,2.6708562
301.68872,2.2520463
279.22894,3.0440547
238.20935,6.6140685
238.74341,7.0917544
237.33626,5.537006
230.60196,5.8424706
232.0144,5.538909
237.46866,4.7955127
231.45232,6.735252
222.65494,6.1021676
220.03702,6.035297
219.27939,6.3454266
220.05199,7.0231376
218.83209,6.8572845
223.50188,6.9402194
224.17485,6.3638296
223.17537,6.741044
229.7392,7.31117
229.91835,6.647827
230.42435,6.591127
231.7399,7.019077
238.49687,7.001903
239.84262,7.3973923
243.0144,8.348188
245.05539,7.671969
245.68625,7.1110396
239.27243,6.371412
231.84917,5.4724684
233.91301,6.9455914
223.44258,8.426978
225.09311,7.5583677
214.22656,7.4858356
217.83943,7.815086
217.62335,8.055271
224.52861,9.909935
216.3972,10.626326
213.89598,10.339648
217.8794,9.322366
214.1081,10.156849
212.33533,9.531791
209.43643,8.668988
209.36736,9.86961
207.85193,10.071407
202.59587,10.468372
201.51663,8.07845
187.76898,8.863949
176.3488,9.042121
174.96005,9.636224
179.06833,10.01006
0,0
0,0
174.6572,7.479101
178.85428,8.216377
181.17036,6.990632
185.47842,7.5388827
193.31166,7.401584
200.03265,6.142578
261.86423,2.956063
262.71988,2.4704475
284.1562,4.441671
307.50098,3.6750216
353.1779,3.274441
300.03952,1.8900597
201.35432,3.2595372
197.55023,3.2706842
178.19586,1.6381174
242.77173,2.214033
258.37503,4.131804
264.56915,5.4522786
262.1328,4.2421947
245.19882,4.184765
247.07092,4.4146576
294.61023,3.6381164
270.45795,4.3144617
267.67535,5.3867035
268.59637,4.93625
256.2887,5.0543094
229.38394,5.638299
210.67006,6.619033
219.58081,4.5557313
192.04118,3.4380922
192.48204,4.341565
211.23654,2.9001687
255.98279,1.9355049
198.65324,0.88669395
219.80061,3.1251314
228.99016,5.7490387
274.03638,3.5812206
269.23944,4.0301666
270.31604,4.8061867
305.0291,2.5366266
323.40616,1.6557434
37.01486,1.2386576
20.559494,1.4218547
62.794487,1.1754626
123.544334,0.87753624
152.26588,1.0167365
339.47684,1.9037759
330.45114,3.0693042
334.28326,3.009278
23.889645,2.7399933
20.351252,2.4373817
349.36444,1.5004935
30.166843,1.1125467
82.39321,1.4669083
123.21113,2.839734
152.67963,3.028394
159.42833,3.0907066
156.53706,3.5111794
166.24843,3.1790638
192.60559,1.1128484
207.54425,2.117099
218.33954,1.0417255
327.12885,1.0498023
16.425207,2.812307
23.165012,3.5588481
1.4395919,3.4632535
35.97276,3.2404242
69.05814,5.127225
80.55904,5.0655165
85.55783,5.004845
95.04512,6.955186
84.69378,6.28521
82.68969,7.5410657
91.978836,6.939186
73.439804,4.5794954
0,0
0,0
0,0
79.56754,3.6043541
94.96875,4.1396894
124.25914,5.0105305
170.26237,4.8955617
186.85025,9.549589
193.58258,9.994861
198.04805,13.589142
198.56357,12.088172
202.8063,11.243059
205.32567,13.411327
204.4087,7.8102217
201.96954,5.274886
201.89523,4.6268377
221.24622,5.2021685
247.2505,4.177487
227.50833,2.9302955
158.79825,1.9680305
189.46515,3.015998
77.28003,1.1589615
36.07744,1.8875116
132.05777,2.9922407
152.31361,2.2672098
161.01701,2.700083
173.27287,3.0925436
161.84721,3.3349173
183.15045,4.60446
174.08282,3.7828858
157.28552,3.7908115
149.40955,4.727181
145.23615,3.4737492
358.843,1.9541644
20.013401,2.5113335
42.617397,4.1169667
50.439342,7.1142983
72.61004,6.1696625
80.63119,5.1146507
97.501076,5.0759907
101.84098,5.2539616
81.1899,5.1250644
68.57362,5.409773
63.29677,5.1259284
57.55174,4.607117
46.15847,4.5778103
43.262184,5.2421722
60.072815,5.09619
80.10651,4.5857325
84.19015,3.9891734
83.44597,3.8071434
102.69043,3.0411162
117.2377,3.0614824
122.67959,3.7616334
122.70459,2.6597974
121.5481,2.3105571
115.25113,1.649284
51.878048,2.9334922
55.730217,3.4198635
61.48014,4.2183304
81.63381,3.9592812
83.92461,3.7696908
68.76427,4.7696404
71.37359,5.897736
84.460785,5.5123215
91.93605,5.9740934
81.921875,5.327676
86.461365,4.5211334
158.95018,4.107207
180.45364,4.1035085
186.59181,3.776857
148.95934,3.4602506
150.50638,2.4741845
152.0805,1.8608377
217.38857,1.8124362
301.2088,1.9783326
313.0745,3.0383518
318.6535,2.9216766
334.46185,3.2859545
0,0
0,0
300.9619,2.1774483
304.2376,1.3141673
8.439591,1.387535
55.91405,2.2420456
46.26063,2.1400816
57.382862,1.7918744
82.076126,2.423752
81.04764,3.008438
90.74475,6.3063807
98.5939,8.171561
99.79071,7.9470224
99.1191,8.23692
99.715004,8.329699
94.707756,7.433483
101.91343,6.909381
82.87435,4.6759253
93.067986,3.7264044
53.666008,4.276966
80.00689,3.731612
66.16038,2.1525862
147.53801,1.1698025
18.447748,1.3780105
41.763042,2.6951334
60.745945,3.0369685
81.64336,2.2410536
69.3095,2.4381363
66.493965,6.4428806
83.43612,7.8490944
90.892654,7.607998
98.72667,9.860341
102.0985,10.37253
106.87102,9.433037
74.404236,7.9750414
57.582508,8.456245
43.186104,6.9300256
50.138298,7.100176
42.08203,9.714235
61.535385,8.628745
56.36474,11.10545
61.677498,12.699453
55.85886,12.276085
47.066666,9.586496
60.852604,7.5845203
60.544468,9.46898
64.4008,9.609675
57.947685,9.204859
47.158234,9.060797
46.591713,9.104057
50.973866,9.437903
42.735035,8.536571
45.19892,7.2319493
53.11892,6.5278244
37.431965,5.838392
7.2874928,5.8402033
10.631435,6.4041142
14.8144,6.9539084
1.8688532,5.579599
11.845869,6.55657
13.332895,7.4302216
12.773409,7.0948863
28.966883,7.1885977
30.066221,7.0301566
25.536856,7.490765
22.500908,7.3095465
31.440254,7.8576922
26.09747,7.7685347
35.371967,8.271841
40.88698,9.134597
40.366695,9.154514
53.132347,8.054127
75.40365,8.6030035
78.793274,7.6773076
87.66501,6.8845367
74.9656,5.941193
65.37628,5.111545
69.47496,6.77292
74.516975,6.307669
61.990658,6.8426423
73.27548,6.746142
71.741486,7.175403
78.18459,7.441317
0,0
0,0
0,0
84.14254,6.463767
97.78878,5.7721686
91.628685,6.60428
83.79578,6.121478
91.55675,6.457173
92.11625,6.9278007
94.89276,6.8603306
93.02039,7.0995774
92.63722,7.698235
96.529495,7.8935943
107.813034,7.650201
110.45968,8.303131
118.03884,8.529307
114.93668,8.283009
105.339836,10.2787895
96.72905,10.650714
89.29087,10.142447
88.085144,9.779327
85.26714,10.4527855
86.12459,10.462293
83.43338,10.816372
85.03286,11.574456
87.213776,11.247755
93.71538,11.60831
94.45745,11.292395
92.42692,11.254499
95.844696,11.339954
105.385956,11.851917
105.367676,12.626505
103.69978,12.728876
104.071625,11.831026
106.260544,13.59842
109.56445,14.211826
109.022,13.326683
112.14485,13.196856
110.45814,13.698694
111.045616,12.967251
129.41801,9.953454
114.35122,7.879516
99.190346,9.0295925
103.576096,7.662717
85.3073,10.654311
99.66123,11.963653
105.19561,10.834685
113.72733,8.783355
123.33048,5.6233964
137.23349,7.0588603
129.65625,10.380101
126.36393,10.450556
133.13911,11.617902
135.27052,10.020755
122.463486,14.37244
123.93603,11.272224
139.04803,10.018916
132.14949,12.414514
120.288315,12.678757
113.61819,9.058252
115.88661,12.352799
115.59529,14.828819
113.084496,14.314979
110.35853,14.481652
108.283104,16.353193
107.58108,17.01285
108.280304,15.980638
102.74197,15.640508
101.28015,16.267328
101.2031,16.166351
106.985825,17.349737
106.319046,17.973745
109.35707,17.304556
114.68835,16.855341
107.89821,13.474749
107.76155,13.040336
107.93134,14.595154
103.66317,13.174922
105.8836,13.484961
105.093864,14.825007
106.39722,15.696326
107.34484,15.81991
107.094246,18.264635
111.396355,16.628023
108.97109,16.421312
0,0
0,0
0,0
112.91685,16.531048
112.39658,17.02031
113.11732,17.801067
110.156044,17.344666
109.97571,18.466629
110.12203,18.617329
107.11627,19.46839
111.404205,18.852219
109.59838,19.298677
108.9864,19.80453
104.50028,19.41979
109.35588,19.261389
108.4396,20.529
111.1113,19.910585
109.45789,19.0648
112.42482,16.366085
106.36065,16.623785
101.94429,15.546785
103.534935,16.263647
103.30072,16.595074
100.51208,17.265642
100.43769,17.224836
102.652466,15.404796
101.09457,15.266365
104.26149,14.081466
95.01997,16.06792
96.60861,16.491817
98.677284,18.31335
97.20604,17.764956
95.54218,16.803087
98.38143,16.892662
102.65911,17.414612
101.4629,16.007555
101.86855,15.50832
100.17728,15.073747
100.05867,15.796141
96.249596,14.832207
90.36299,13.369262
88.60317,13.64791
88.57862,12.789605
93.112015,13.175437
92.43881,12.883598
87.10194,12.1615
87.083916,12.200355
85.2815,13.326657
89.376564,13.098218
87.026306,12.935286
83.537285,12.767744
82.847824,12.490118
79.5828,11.911287
80.53095,12.872349
85.930046,13.153122
89.5179,13.603436
90.15454,13.653817
96.449265,14.727655
100.878174,14.291501
97.83914,14.055732
100.312096,14.424657
102.14634,14.0576315
103.762924,13.253599
106.723305,12.154792
105.85979,11.760947
104.29533,11.546122
103.15021,10.913832
102.588196,10.937284
94.85734,9.940208
87.34601,9.238185
93.42393,9.32918
96.35849,9.239008
98.49264,9.631598
100.52401,8.933024
100.74208,8.73538
109.86004,8.569158
105.071884,9.530124
92.4052,9.579781
93.36349,10.369996
93.89127,10.3169365
93.27478,10.247647
94.41416,9.315869
91.47366,9.662906
93.08422,9.204621
97.72385,8.138753
93.34803,5.6918154
91.16528,6.0781274
92.512474,7.495389
102.75001,8.241673
96.19453,7.968969
95.81033,7.6028113
86.175644,8.576997
91.22672,8.387154
91.55452,8.662092
96.015594,8.120328
99.697975,6.7813883
0,0
0,0
0,0
68.411476,7.1161165
69.04224,7.5106373
75.715744,9.259221
100.32287,9.912678
106.99993,10.1039715
102.13901,9.535224
105.12769,9.940193
111.16856,9.447779
102.14183,8.657488
97.113884,8.240324
96.35242,10.053342
93.46961,10.79196
93.88794,10.384126
86.998024,7.205951
69.104195,7.9954214
54.659527,8.601171
65.57214,8.498059
78.820724,7.761043
79.88322,9.441674
92.94487,10.23656
102.686066,11.804533
116.540695,12.227099
115.013084,11.043711
104.38842,10.196473
32.867764,13.101399
101.93736,14.796273
101.013885,12.235051
76.65003,11.379762
64.785034,9.429115
71.82415,9.070819
75.19553,7.221885
95.67487,9.757883
92.75656,8.659416
81.79421,9.217667
94.5013,8.474514
112.057945,7.6032877
96.578964,5.3755403
49.076496,3.3893669
39.849728,2.9699523
53.884422,3.4731243
52.24519,3.144117
50.24061,2.4775763
100.15652,1.6297379
140.14693,3.1940093
151.4168,3.35403
180.74841,4.142452
180.25887,4.919317
181.23326,4.3709183
186.85779,4.645669
186.82149,4.9504433
163.66566,5.3918853
175.41934,3.6148953
147.8198,1.8712474
79.39746,1.4825033
9.99441,3.6231232
21.411179,1.7624788
92.48481,2.0366695
64.061775,2.6800582
96.48557,2.8865612
131.22755,4.0685854
133.76389,3.055046
48.29906,2.346885
337.00604,7.5827017
347.74246,8.329149
0.42784902,7.3068724
17.687126,3.3706875
226.68066,1.8803828
231.30298,1.4395642
144.67354,2.2299085
157.9884,3.8240967
174.83981,4.631545
173.32613,3.8847208
205.10674,4.3925376
206.95045,4.075239
310.2848,3.13049
295.41077,3.6063228
313.21494,3.448957
321.80576,5.208022
358.61612,4.847333
26.25814,3.7622364
76.607765,2.7102752
68.29762,4.687743
85.84045,2.3430831
144.02882,2.4539256
107.844315,2.2306209
129.48694,2.0975327
0,0
0,0
0,0
293.7896,3.7326934
286.00845,3.4697976
297.20325,4.4641356
313.6313,6.4431176
274.77136,4.058764
236.55283,2.8095825
248.87782,2.4018736
334.09106,3.1350684
310.61554,2.1581585
324.12677,4.4967732
337.10785,3.6361248
330.10068,3.9869447
346.1051,3.1629732
317.8356,3.937011
277.54358,2.327099
269.08063,2.716044
242.3849,1.7507293
270.49384,1.6248782
298.22235,2.1248362
238.18527,1.295505
214.5677,2.3555658
207.03116,2.0848122
251.99698,2.088484
225.4978,2.609262
220.16951,3.148371
232.7587,3.2490427
229.09334,3.6237297
222.31786,3.7941375
208.3541,3.9936635
195.05666,3.571095
202.03053,3.260035
208.93436,3.583796
222.89603,4.127872
222.05363,5.320246
223.02972,5.237438
211.7106,4.6999874
206.58034,4.710531
218.48602,6.326249
217.3525,5.877718
213.30632,6.3512993
211.8632,5.5255604
212.0397,5.1738153
210.57039,6.1430755
211.69778,7.216113
215.84015,6.184223
215.33026,7.690781
217.05577,8.096399
224.45338,7.997804
223.84523,8.568768
220.7266,9.14078
226.67479,8.1798525
237.6661,7.3308268
230.30562,7.821088
229.702,8.672987
229.04843,11.059906
229.44199,8.787776
237.35706,11.444543
228.85,10.396479
235.4773,10.770509
230.2995,10.775159
224.68176,10.5652
211.64197,10.281014
197.8481,8.616802
192.35529,9.939714
187.43614,9.535494
184.43576,7.9093356
184.78372,6.3581076
191.13274,6.8770213
202.65445,6.763506
216.10928,6.715274
224.66542,6.674565
225.42537,6.013551
213.54729,5.3875523
220.04544,8.822397
222.14687,6.7244334
220.2743,4.792296
230.84697,5.4906344
0,0
0,0
0,0
237.88849,9.354341
242.80878,9.280171
241.65244,9.046544
242.49005,9.114583
248.67157,8.597218
238.06958,9.558812
229.73448,9.247238
228.01984,10.224404
224.48135,8.499093
228.59776,7.1872425
236.8877,8.804817
224.16216,8.189946
228.61488,8.255537
228.71599,6.559422
217.8113,6.3454227
213.998,7.560371
214.72777,7.4727287
218.56105,7.814456
226.94539,8.670417
222.86502,7.9715805
216.5501,8.853196
217.51617,8.138041
227.76778,6.1275005
212.87683,8.974187
217.16768,9.708331
225.38751,9.83862
225.9134,10.581052
228.31247,10.9655285
229.0588,10.81402
230.8735,10.332025
225.56853,9.971666
218.8655,10.44192
223.55614,10.2195
227.78389,10.597039
228.20377,10.204919
228.29025,9.991618
228.32181,10.6663885
225.8964,11.007836
228.89723,11.55326
226.86131,11.369904
231.33148,10.806882
240.59244,10.257488
243.18341,9.836588
249.89522,8.684366
245.66129,8.979041
240.79279,9.154688
243.53203,8.222318
239.97061,8.618176
236.90431,8.451843
241.39398,7.215919
243.5557,8.664605
247.19278,9.101685
248.20595,7.9133115
258.1427,8.220737
264.75803,7.1926193
262.22382,7.838303
259.40176,5.916186
244.25302,3.7745042
208.89447,3.7069697
216.44096,4.7850423
230.15143,5.907265
210.83829,5.407397
222.0995,4.1006827
238.68494,4.6061225
236.0445,5.0370083
237.46078,5.3247185
251.49152,4.1593423
241.7747,3.58455
254.0065,2.4064093
252.46286,4.408174
260.08536,5.1586018
289.7342,5.8960524
0,0
0,0
0,0
330.74844,7.975535
324.8517,11.407636
324.78436,10.256867
323.08728,10.044253
308.86237,9.716995
310.02454,8.63272
314.66336,8.783113
310.68,7.2499385
300.6696,6.742471
305.76352,5.646257
297.12015,4.573208
322.73495,4.9501
350.7215,5.7178893
355.62497,5.991866
1.4613501,4.8582597
2.8380268,3.8399289
358.40717,4.166059
347.1938,5.166834
333.90805,5.4589987
327.0794,3.678763
280.01013,3.576645
274.7332,2.3654385
332.89893,1.1315535
82.17279,0.95647806
334.90448,1.4036248
219.16379,1.9412696
238.49722,2.953602
312.15704,3.4595823
298.30316,2.6885908
278.82605,2.179347
357.4179,2.3603616
39.9399,6.184586
37.426147,6.403428
69.33919,6.639546
53.10096,6.0356708
44.172485,6.3684072
52.168037,8.0437
46.448154,7.6340623
48.67993,7.959868
45.249947,6.4366746
27.436989,5.825689
35.535378,5.2509995
38.651463,4.597157
36.20404,5.037329
53.08042,4.0095363
72.41796,5.2047834
76.5503,4.1308546
60.74465,7.46856
59.464607,8.215341
46.854004,8.883615
48.289967,7.903009
49.109768,8.992915
47.634563,8.545554
52.640396,8.327887
53.575237,9.238897
46.961655,8.865594
45.06141,7.197975
63.022953,4.6499887
76.14905,5.5036387
81.42523,4.534914
87.54648,3.7550232
77.42733,4.5007443
75.36406,5.80292
86.71046,6.548362
91.229774,5.8994284
99.50309,4.914177
95.3943,5.8932924
111.583534,6.7707195
102.254234,6.083694
99.3274,5.85463
91.51286,5.62426
69.17718,5.8479543
68.71652,6.3469586
78.594,7.445364
0,0
0,0
0,0
111.819305,7.2034826
105.7985,8.257953
95.64459,7.502575
94.98937,7.383033
88.567314,7.44143
93.85164,8.370864
94.64989,9.204244
97.3573,9.440391
95.94134,9.819186
97.13127,9.714063
92.22094,9.929996
94.09572,9.664107
91.68901,9.329546
89.25993,9.130649
92.38022,9.015205
87.86678,8.610154
74.04601,7.850394
63.484173,7.771129
61.332085,7.8772645
68.103355,8.240654
80.703705,8.618552
73.52594,7.2567697
68.608536,7.061394
60.150112,7.506784
58.715813,8.225186
69.58946,8.664178
92.25968,9.187631
98.78888,7.487347
125.29774,6.8518662
160.2987,9.266909
155.30928,8.57929
150.29213,7.6260304
151.4298,6.6368294
139.44594,5.2603564
131.97646,6.2038965
124.50481,5.249276
99.148285,5.484737
80.59676,8.678773
80.56885,12.222698
79.80656,11.907102
85.13467,10.897231
94.40654,11.2212925
95.58399,10.943121
91.88977,12.058974
90.24921,11.951961
88.777596,12.042521
91.173256,12.220789
91.574844,12.031345
95.68296,13.037489
109.520744,13.353115
107.88668,14.268017
109.97349,14.91639
109.04124,15.177189
112.182755,14.2986765
102.36631,14.103944
94.01325,15.056992
92.355644,15.552703
90.28932,16.434546
88.912544,17.250345
90.6846,16.930145
91.75162,17.959389
90.12259,17.531065
88.371796,17.141172
91.56896,17.85882
95.10801,17.620708
89.84503,17.301983
85.58981,16.044233
78.38106,16.215132
70.34189,14.7237835
67.58788,13.219129
65.88115,12.693008
65.3242,12.41438
59.45984,11.946026
60.574978,11.345769
70.84427,11.337294
82.09652,13.2713995
93.453094,15.998391
96.47399,17.054333
95.211876,18.244396
99.170654,19.137997
101.466156,20.409405
100.244835,21.124136
100.537445,21.325474
0,0
0,0
0,0
102.52709,18.99203
103.32196,17.223503
100.95296,17.374424
97.10421,17.895552
95.14368,17.526222
99.247055,18.179071
100.816734,18.295923
98.43421,16.814585
99.87611,17.008522
101.869156,17.750385
101.70419,16.81143
102.68405,16.053282
99.98677,14.871829
103.16007,15.508828
99.938126,15.062376
96.804474,15.130536
101.25931,16.397305
98.7655,15.357288
99.82342,15.180312
95.61718,16.051647
96.1358,13.957706
98.92741,12.472108
95.35333,12.569218
74.361916,13.170489
70.7187,15.23154
76.18187,14.832993
77.57137,14.541601
82.62412,16.366898
96.27732,17.261086
95.82274,16.33497
86.52329,15.942522
86.0906,18.883106
103.116776,20.240818
110.06687,18.4311
106.39895,19.86138
104.03066,17.843714
108.95399,19.475586
105.674126,19.563093
107.31668,18.549557
106.73016,17.747969
105.45603,18.205353
108.8859,17.719572
97.30847,17.954437
100.67137,17.695513
101.670525,17.892147
99.08822,18.059399
99.55907,17.433573
102.78983,18.484324
105.14162,17.618402
105.371605,17.167988
101.17198,16.779516
106.19689,16.674728
101.41305,15.721966
103.45962,15.124398
102.99921,15.181067
107.53343,14.93024
109.87861,14.337111
107.62835,13.404944
106.15262,13.415537
99.787285,12.580099
105.39106,13.011263
104.044846,12.561344
104.49497,11.687146
103.23872,12.518597
101.62575,11.671239
97.490555,10.9274435
99.54581,11.374765
94.04156,11.48442
98.45238,11.51278
99.67765,11.686578
100.97011,11.56952
